,title,pcom
3255,The Adjustment Bureau,Gambit Pictures
3256,Let's Be Cops,Genre Films
3256,Let's Be Cops,Twentieth Century Fox
3256,Let's Be Cops,WideAwake
3257,The Lost Boys,Warner Bros.
3258,Thelma & Louise,Pathé Entertainment
3258,Thelma & Louise,Percy Main
3258,Thelma & Louise,Star Partners III Ltd.
3259,Harry Potter and the Deathly Hallows: Part 2,Warner Bros.
3259,Harry Potter and the Deathly Hallows: Part 2,Heyday Films
3259,Harry Potter and the Deathly Hallows: Part 2,Moving Picture Company (MPC)
3260,The Usual Suspects,PolyGram Filmed Entertainment
3260,The Usual Suspects,Spelling Films International
3260,The Usual Suspects,Blue Parrot
3261,In the Heart of the Sea,Warner Bros.
3261,In the Heart of the Sea,Village Roadshow Pictures
3261,In the Heart of the Sea,RatPac-Dune Entertainment
3262,The Hobbit: An Unexpected Journey,Metro-Goldwyn-Mayer (MGM)
3262,The Hobbit: An Unexpected Journey,New Line Cinema
3262,The Hobbit: An Unexpected Journey,WingNut Films
3263,The Watch,Twentieth Century Fox
3263,The Watch,Dune Entertainment
3263,The Watch,21 Laps Entertainment
3264,Con Air,Touchstone Pictures
3264,Con Air,Jerry Bruckheimer Films
3264,Con Air,Kouf/Bigelow Productions
3265,Ace Ventura: When Nature Calls,Morgan Creek Entertainment
3265,Ace Ventura: When Nature Calls,Morgan Creek Productions
3265,Ace Ventura: When Nature Calls,O Entertainment
3266,Inglourious Basterds,Universal Pictures
3266,Inglourious Basterds,The Weinstein Company
3266,Inglourious Basterds,A Band Apart
3267,Dracula Untold,Universal Pictures
3267,Dracula Untold,Legendary Entertainment
3267,Dracula Untold,Michael De Luca Productions
3268,Troy,Warner Bros.
3268,Troy,Helena Productions
3268,Troy,Latina Pictures
3269,Witness for the Prosecution,Edward Small Productions
3270,The Man in the Iron Mask,United Artists
3271,Black Widow,Marvel Studios
3272,Saw IV,Twisted Pictures
3272,Saw IV,Ontario Production Services Tax Credit (OPSTC)
3272,Saw IV,Canadian Film or Video Production Services Tax Credit (PSTC)
3273,The Descent,Celador Films
3273,The Descent,Northmen Productions
3273,The Descent,Pathe UK
3274,Glory,TriStar Pictures
3274,Glory,Freddie Fields Productions
3275,Parker,Incentive Filmed Entertainment
3275,Parker,Sierra / Affinity
3275,Parker,Alexander/ Mitchell Productions
3276,Galaxy Quest,Dreamworks Pictures
3276,Galaxy Quest,Gran Via Productions
3277,Dog Day Afternoon,Warner Bros.
3277,Dog Day Afternoon,Artists Entertainment Complex
3278,I Am Number Four,Dreamworks Pictures
3278,I Am Number Four,Reliance Big Entertainment
3278,I Am Number Four,Bay Films
3279,Crank: High Voltage,Lionsgate
3279,Crank: High Voltage,Lakeshore Entertainment
3279,Crank: High Voltage,RadicalMedia
3280,Armageddon,Touchstone Pictures
3280,Armageddon,Jerry Bruckheimer Films
3280,Armageddon,Valhalla Motion Pictures
3281,Philadelphia,TriStar Pictures
3281,Philadelphia,Clinica Estetico
3282,White House Down,Columbia Pictures
3282,White House Down,Mythology Entertainment
3282,White House Down,Centropolis Entertainment
3283,8 Mile,Imagine Entertainment
3283,8 Mile,Mikona Productions GmbH & Co. KG
3284,Green Lantern,Warner Bros.
3284,Green Lantern,De Line Pictures
3284,Green Lantern,DC Entertainment
3285,Sin City: A Dame to Kill For,Aldamisa Entertainment
3285,Sin City: A Dame to Kill For,Demarest Films
3285,Sin City: A Dame to Kill For,Dimension Films
3286,I Know What You Did Last Summer,Mandalay Entertainment
3286,I Know What You Did Last Summer,Original Film
3286,I Know What You Did Last Summer,Summer Knowledge LLC
3287,Saving Mr. Banks,Walt Disney Pictures
3287,Saving Mr. Banks,Ruby Films
3287,Saving Mr. Banks,Easy Tiger Productions
3288,Next,Paramount Pictures
3288,Next,Revolution Studios
3288,Next,Initial Entertainment Group (IEG)
3289,Jumanji,TriStar Pictures
3289,Jumanji,Interscope Communications
3289,Jumanji,Teitler Film
3290,Once Upon a Time in the West,Rafran Cinematografica
3290,Once Upon a Time in the West,San Marco
3290,Once Upon a Time in the West,Paramount Pictures
3291,Wanted,Universal Pictures
3291,Wanted,Spyglass Entertainment
3291,Wanted,Relativity Media
3292,How to Train Your Dragon 2,DreamWorks Animation
3292,How to Train Your Dragon 2,Mad Hatter Entertainment
3292,How to Train Your Dragon 2,Vertigo Entertainment
3293,Bad Boys,Don Simpson/Jerry Bruckheimer Films
3294,Ad Astra,New Regency Productions
3294,Ad Astra,Bona Film Group
3294,Ad Astra,CAA Media Finance
3295,Home Alone,Twentieth Century Fox
3295,Home Alone,Hughes Entertainment
3296,John Wick: Chapter 3 - Parabellum,Lionsgate
3296,John Wick: Chapter 3 - Parabellum,Summit Entertainment
3296,John Wick: Chapter 3 - Parabellum,87Eleven
3297,Transformers: The Last Knight,Paramount Pictures
3297,Transformers: The Last Knight,Hasbro
3297,Transformers: The Last Knight,Di Bonaventura Pictures
3298,What Women Want,Paramount Pictures
3298,What Women Want,Icon Entertainment International
3298,What Women Want,Wind Dancer Productions
3299,50 First Dates,Columbia Pictures
3299,50 First Dates,Happy Madison Productions
3299,50 First Dates,Anonymous Content
3300,How the Grinch Stole Christmas,Universal Pictures
3300,How the Grinch Stole Christmas,Imagine Entertainment
3300,How the Grinch Stole Christmas,LUNI Productions GmbH and Company KG
3301,Grown Ups 2,Columbia Pictures
3301,Grown Ups 2,Happy Madison Productions
3301,Grown Ups 2,Sony Pictures Entertainment (SPE)
3302,Ocean's Thirteen,Warner Bros.
3302,Ocean's Thirteen,Village Roadshow Pictures
3302,Ocean's Thirteen,Jerry Weintraub Productions
3303,Carrie.1,Red Bank Films
3304,Predator 2,Davis Entertainment
3304,Predator 2,Lawrence Gordon Productions
3304,Predator 2,Silver Pictures
3305,Austin Powers in Goldmember,New Line Cinema
3305,Austin Powers in Goldmember,Gratitude International
3305,Austin Powers in Goldmember,Team Todd
3306,The Longest Yard,Paramount Pictures
3306,The Longest Yard,Columbia Pictures
3306,The Longest Yard,Happy Madison Productions
3307,Atonement,Universal Pictures
3307,Atonement,StudioCanal
3307,Atonement,Relativity Media
3308,"Lock, Stock and Two Smoking Barrels",Summit Entertainment
3308,"Lock, Stock and Two Smoking Barrels",The Steve Tisch Company
3308,"Lock, Stock and Two Smoking Barrels",SKA Films
3309,We're the Millers,New Line Cinema
3309,We're the Millers,Newman/Tooley Films
3309,We're the Millers,Slap Happy Productions (II)
3310,The Judge,Warner Bros.
3310,The Judge,Big Kid Pictures
3310,The Judge,Team Downey
3311,Oblivion,Universal Pictures
3311,Oblivion,Relativity Media
3311,Oblivion,Monolith Pictures (III)
3312,Erin Brockovich,Universal Pictures
3312,Erin Brockovich,Columbia Pictures
3312,Erin Brockovich,Jersey Films
3313,Fracture,New Line Cinema
3313,Fracture,Castle Rock Entertainment
3313,Fracture,Weinstock Productions
3314,Rambo: First Blood Part II,Estudios Churubusco Azteca S.A.
3314,Rambo: First Blood Part II,Anabasis N.V.
3315,Melancholia,Zentropa Entertainments
3315,Melancholia,Memfis Film
3315,Melancholia,Zentropa International Sweden
3316,The Chronicles of Narnia: Prince Caspian,Walt Disney Pictures
3316,The Chronicles of Narnia: Prince Caspian,Walden Media
3316,The Chronicles of Narnia: Prince Caspian,Ozumi Films
3317,Dirty Grandpa,Lionsgate
3317,Dirty Grandpa,BillBlock Media
3317,Dirty Grandpa,QED International
3318,Rushmore,American Empirical Pictures
3318,Rushmore,Touchstone Pictures
3319,Birdman or (The Unexpected Virtue of Ignorance),New Regency Productions
3319,Birdman or (The Unexpected Virtue of Ignorance),M Productions
3319,Birdman or (The Unexpected Virtue of Ignorance),Grisbi Productions
3319,Birdman or (The Unexpected Virtue of Ignorance),Le
3320,Finding Nemo,Pixar Animation Studios
3320,Finding Nemo,Walt Disney Pictures
3321,Rocky Balboa,Metro-Goldwyn-Mayer (MGM)
3321,Rocky Balboa,Columbia Pictures
3321,Rocky Balboa,Revolution Studios
3322,Safety Not Guaranteed,FilmDistrict
3322,Safety Not Guaranteed,Big Beach Films
3322,Safety Not Guaranteed,Duplass Brothers Productions
3323,The Day the Earth Stood Still.1,Twentieth Century Fox
3323,The Day the Earth Stood Still.1,3 Arts Entertainment
3323,The Day the Earth Stood Still.1,Dune Entertainment III
3324,Tower Heist,Universal Pictures
3324,Tower Heist,Imagine Entertainment
3324,Tower Heist,Relativity Media
3325,M,Nero-Film AG
3326,Alice in Wonderland.1,Walt Disney Pictures
3326,Alice in Wonderland.1,Roth Films
3326,Alice in Wonderland.1,Team Todd
3327,Conan the Barbarian.1,Universal Pictures
3327,Conan the Barbarian.1,Dino De Laurentiis Company
3327,Conan the Barbarian.1,Pressman Film
3328,Pitch Black,Polygram Filmed Entertainment
3328,Pitch Black,Interscope Communications
3329,Enchanted,Walt Disney Pictures
3329,Enchanted,Josephson Entertainment
3329,Enchanted,Andalasia Productions
3330,Forgetting Sarah Marshall,Universal Pictures
3330,Forgetting Sarah Marshall,Apatow Productions
3331,Shrek,DreamWorks Animation
3331,Shrek,Dreamworks Pictures
3331,Shrek,Pacific Data Images (PDI)
3332,Alien 3,Twentieth Century Fox
3332,Alien 3,Brandywine Productions
3333,Winter's Bone,Anonymous Content
3333,Winter's Bone,Winter's Bone Productions
3334,The Notebook,New Line Cinema
3334,The Notebook,Gran Via
3334,The Notebook,Avery Pix
3335,RoboCop.1,Orion Pictures
3336,The Wolverine,Twentieth Century Fox
3336,The Wolverine,Marvel Entertainment
3336,The Wolverine,Donners' Company
3337,The Post,Twentieth Century Fox
3337,The Post,Dreamworks Pictures
3337,The Post,Reliance Entertainment
3338,The Devil's Advocate,Warner Bros.
3338,The Devil's Advocate,New Regency Productions
3338,The Devil's Advocate,Kopelson Entertainment
3339,What Happens in Vegas,Twentieth Century Fox
3339,What Happens in Vegas,New Regency Productions
3339,What Happens in Vegas,21 Laps Entertainment
3340,Begin Again,Exclusive Media Group
3340,Begin Again,Sycamore Pictures
3340,Begin Again,Apatow Productions
3341,Death Proof,Dimension Films
3341,Death Proof,Troublemaker Studios
3341,Death Proof,Rodriguez International Pictures
3342,Bicycle Thieves,Produzioni De Sica
3343,47 Ronin,Bluegrass Films
3343,47 Ronin,H2F Entertainment
3343,47 Ronin,Mid Atlantic Films
3344,Kick-Ass 2,Universal Pictures
3344,Kick-Ass 2,Marv Films
3344,Kick-Ass 2,Dentsu
3345,No Country for Old Men,Paramount Vantage
3345,No Country for Old Men,Miramax
3345,No Country for Old Men,Scott Rudin Productions
3346,Fantastic Beasts: The Crimes of Grindelwald,Heyday Films
3346,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.
3347,The Tourist,GK Films
3347,The Tourist,Columbia Pictures
3347,The Tourist,Spyglass Entertainment
3348,Arrival,Lava Bear Films
3348,Arrival,FilmNation Entertainment
3348,Arrival,21 Laps Entertainment
3349,Accepted,Universal Pictures
3349,Accepted,Shady Acres Entertainment
3350,The Bourne Identity,Universal Pictures
3350,The Bourne Identity,The Kennedy/Marshall Company
3350,The Bourne Identity,Hypnotic
3351,Insomnia,Alcon Entertainment
3351,Insomnia,Witt/Thomas Productions
3351,Insomnia,Section Eight
3352,Downfall,Constantin Film
3352,Downfall,Norddeutscher Rundfunk (NDR)
3352,Downfall,Westdeutscher Rundfunk (WDR)
3353,Slumdog Millionaire,Celador Films
3353,Slumdog Millionaire,Film4
3353,Slumdog Millionaire,Fox Searchlight Pictures
3354,Yesterday,Decibel Films
3354,Yesterday,Dentsu
3354,Yesterday,Etalon Film
3355,Minions,Illumination Entertainment
3355,Minions,Universal Pictures
3356,Yojimbo,Kurosawa Production Co.
3356,Yojimbo,Sammy
3356,Yojimbo,Toho Company
3357,The League of Extraordinary Gentlemen,Angry Films
3357,The League of Extraordinary Gentlemen,International Production Company
3357,The League of Extraordinary Gentlemen,JD Productions
3358,Burn After Reading,Focus Features
3358,Burn After Reading,StudioCanal
3358,Burn After Reading,Relativity Media
3359,Captain Marvel,Walt Disney Pictures
3359,Captain Marvel,Marvel Studios
3359,Captain Marvel,Animal Logic
3360,X-Men Origins: Wolverine,Twentieth Century Fox
3360,X-Men Origins: Wolverine,Marvel Enterprises
3360,X-Men Origins: Wolverine,Dune Entertainment
3361,Silent Hill,TriStar Pictures
3361,Silent Hill,Silent Hill DCP Inc.
3361,Silent Hill,Davis-Films
3362,Payback,Icon Entertainment International
3362,Payback,Icon Productions
3363,Schindler's List,Universal Pictures
3363,Schindler's List,Amblin Entertainment
3364,Ransom,Touchstone Pictures
3364,Ransom,Imagine Entertainment
3364,Ransom,Ransom Productions
3365,Scarface,Universal Pictures
3366,Gone with the Wind,Selznick International Pictures
3366,Gone with the Wind,Metro-Goldwyn-Mayer (MGM)
3367,The Man from Earth,Falling Sky Entertainment
3368,Tangled,Walt Disney Animation Studios
3368,Tangled,Walt Disney Pictures
3369,12 Angry Men,Orion-Nova Productions
3370,"Definitely, Maybe",Universal Pictures
3370,"Definitely, Maybe",StudioCanal
3370,"Definitely, Maybe",Working Title Films
3371,Bronson,Vertigo Films
3371,Bronson,Aramid Entertainment Fund
3371,Bronson,Str8jacket Creations
3372,The Proposal,Touchstone Pictures
3372,The Proposal,Mandeville Films
3372,The Proposal,K/O Paper Products
3373,Harry Potter and the Order of the Phoenix,Warner Bros.
3373,Harry Potter and the Order of the Phoenix,Heyday Films
3373,Harry Potter and the Order of the Phoenix,Cool Music
3374,Moana,Hurwitz Creative
3374,Moana,Walt Disney Animation Studios
3374,Moana,Walt Disney Pictures
3375,Aliens vs. Predator: Requiem,Twentieth Century Fox
3375,Aliens vs. Predator: Requiem,Davis Entertainment
3375,Aliens vs. Predator: Requiem,Brandywine Productions
3376,No Strings Attached,Paramount Pictures
3376,No Strings Attached,Cold Spring Pictures
3376,No Strings Attached,Spyglass Entertainment
3377,The Imitation Game,Black Bear Pictures
3377,The Imitation Game,FilmNation Entertainment
3377,The Imitation Game,Bristol Automotive
3378,Into the Woods,BBL Motion Picture Studios
3378,Into the Woods,Lucamar Productions
3378,Into the Woods,Marc Platt Productions
3379,Thank You for Smoking,Room 9 Entertainment
3379,Thank You for Smoking,TYFS Productions LLC
3379,Thank You for Smoking,ContentFilm
3380,The Descendants,Fox Searchlight Pictures
3380,The Descendants,Ad Hominem Enterprises
3380,The Descendants,Dune Entertainment
3381,Mars Attacks!,Tim Burton Productions
3381,Mars Attacks!,Warner Bros.
3382,The Talented Mr. Ripley,Miramax
3382,The Talented Mr. Ripley,Paramount Pictures
3382,The Talented Mr. Ripley,Mirage Enterprises
3383,The Nightmare Before Christmas,Touchstone Pictures
3383,The Nightmare Before Christmas,Skellington Productions Inc.
3383,The Nightmare Before Christmas,Tim Burton Productions
3384,Mary Poppins,Walt Disney Productions
3385,"10,000 BC",Warner Bros.
3385,"10,000 BC",Legendary Entertainment
3385,"10,000 BC",Centropolis Entertainment
3386,The Meg,Di Bonaventura Pictures
3386,The Meg,Apelles Entertainment
3386,The Meg,Maeday Productions
3387,Lion,The Weinstein Company
3387,Lion,Screen Australia
3387,Lion,See-Saw Films
3388,1408,Dimension Films
3388,1408,The Weinstein Company
3388,1408,Di Bonaventura Pictures
3389,G.I. Joe: Retaliation,Paramount Pictures
3389,G.I. Joe: Retaliation,Metro-Goldwyn-Mayer (MGM)
3389,G.I. Joe: Retaliation,Skydance Media
3390,Tropic Thunder,Dreamworks Pictures
3390,Tropic Thunder,Red Hour Films
3390,Tropic Thunder,Goldcrest Pictures
3391,Space Jam,Warner Bros. Family Entertainment
3391,Space Jam,Northern Lights Entertainment
3391,Space Jam,Silver Pictures
3392,Zombieland: Double Tap,2.0 Entertainment
3392,Zombieland: Double Tap,Columbia Pictures
3392,Zombieland: Double Tap,Pariah
3393,The Sound of Music,Robert Wise Productions
3393,The Sound of Music,Argyle Enterprises
3394,Life as We Know It,Josephson Entertainment
3394,Life as We Know It,Gold Circle Films
3394,Life as We Know It,Village Roadshow Pictures
3395,Wayne's World,Paramount Pictures
3396,Apocalypse Now,American Zoetrope
3396,Apocalypse Now,Zoetrope Studios
3397,Nightcrawler,Bold Films
3397,Nightcrawler,Nightcrawler
3397,Nightcrawler,Sierra / Affinity
3398,Scary Movie 3,Dimension Films
3398,Scary Movie 3,Brad Grey Pictures
3398,Scary Movie 3,Thomas FX Group
3399,Straight Outta Compton,Universal Pictures
3399,Straight Outta Compton,Legendary Entertainment
3399,Straight Outta Compton,New Line Cinema
3400,Lone Survivor,Film 44
3400,Lone Survivor,Emmett/Furla/Oasis Films (EFO Films)
3400,Lone Survivor,Spikings Entertainment
3401,Birds of Prey,Clubhouse Pictures (II)
3401,Birds of Prey,DC Entertainment
3401,Birds of Prey,Kroll & Co. Entertainment
3402,The Incredible Hulk,Universal Pictures
3402,The Incredible Hulk,Marvel Enterprises
3402,The Incredible Hulk,Marvel Studios
3403,Hotel Transylvania 2,Columbia Pictures
3403,Hotel Transylvania 2,LStar Capital
3403,Hotel Transylvania 2,Sony Pictures Animation
3404,Suicide Squad,Atlas Entertainment
3404,Suicide Squad,DC Comics
3404,Suicide Squad,DC Entertainment
3405,Assassin's Creed,New Regency Productions
3405,Assassin's Creed,Ubisoft
3405,Assassin's Creed,New Regency Productions
3406,Black Mirror: Bandersnatch,House Of Tomorrow
3406,Black Mirror: Bandersnatch,Netflix
3407,The Lego Movie,Warner Bros.
3407,The Lego Movie,Village Roadshow Pictures
3407,The Lego Movie,RatPac-Dune Entertainment
3408,Godzilla: King of the Monsters,Warner Bros.
3408,Godzilla: King of the Monsters,Legendary Entertainment
