web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647969891-1425,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Thor,Thor,https://www.imdb.com/title/tt0800369/?ref_=adv_li_tt,2011,PG-13,1h 55m,7,811K,"April 28, 2011 (Thailand)","$181,030,624 ","$65,723,338 ","$449,326,618 ","April 28, 2011"
1647967662-951,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Addams Family,The Addams Family,https://www.imdb.com/title/tt0101272/?ref_=adv_li_tt,1991,PG-13,1h 39m,6.9,150K,"November 22, 1991 (United States)","$113,502,426 ","$24,203,754 ","$191,502,426 ","November 22, 1991"
1647970030-1454,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Army of the Dead,Army of the Dead,https://www.imdb.com/title/tt0993840/?ref_=adv_li_tt,2021,R,2h 28m,5.7,164K,"May 21, 2021 (United States)",null,null,null,"May 21, 2021"
1647973348-2154,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,https://www.imdb.com/title/tt1562872/?ref_=adv_li_tt,2011,Not Rated,2h 35m,8.2,75K,"July 15, 2011 (India)","$3,108,485 ","$960,548 ","$5,192,743 ","July 15, 2011"
1647964449-288,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Sorcerer's Apprentice,The Sorcerer's Apprentice,https://www.imdb.com/title/tt0963966/?ref_=adv_li_tt,2010,PG,1h 49m,6.1,160K,"July 22, 2010 (Thailand)","$63,150,991 ","$17,619,622 ","$215,283,742 ","July 22, 2010"
1647971784-1816,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Breach,Breach,https://www.imdb.com/title/tt0401997/?ref_=adv_li_tt,2007,PG-13,1h 50m,7,60K,"November 29, 2007 (Thailand)","$33,231,264 ","$10,504,990 ","$40,953,935 ","November 29, 2007"
1647971679-1793,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",[Rec]²,[Rec]²,https://www.imdb.com/title/tt1245112/?ref_=adv_li_tt,2009,18,1h 25m,6.5,72K,"October 2, 2009 (Spain)","$27,766 ","$8,191 ","$18,853,164 ","October 2, 2009"
1647974488-2404,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Amour,Amour,https://www.imdb.com/title/tt1602620/?ref_=adv_li_tt,2012,PG-13,2h 7m,7.9,98K,"September 20, 2012 (Germany)","$6,739,492 ","$68,266 ","$29,664,140 ","September 20, 2012"
1647973403-2166,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Act of Valor,Act of Valor,https://www.imdb.com/title/tt1591479/?ref_=adv_li_tt,2012,18,1h 50m,6.5,69K,"March 1, 2012 (Thailand)","$70,012,847 ","$24,476,632 ","$82,499,399 ","March 1, 2012"
1647974920-2497,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",It Happened One Night,It Happened One Night,https://www.imdb.com/title/tt0025316/?ref_=adv_li_tt,1934,Passed,1h 45m,8.1,102K,"February 22, 1934 (United States)",null,null,null,"February 22, 1934"
1647979018-3395,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Mid90s,Mid90s,https://www.imdb.com/title/tt5613484/?ref_=adv_li_tt,2018,R,1h 25m,7.4,60K,"October 26, 2018 (United States)","$7,362,439 ","$258,157 ","$9,303,022 ","October 26, 2018"
1647980092-3628,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Little Things,The Little Things,https://www.imdb.com/title/tt10016180/?ref_=adv_li_tt,2021,R,2h 8m,6.3,92K,"January 29, 2021 (United States)","$15,342,746 ","$4,705,527 ","$29,942,746 ","January 29, 2021"
1647975365-2595,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Woman in Gold,Woman in Gold,https://www.imdb.com/title/tt2404425/?ref_=adv_li_tt,2015,PG-13,1h 49m,7.3,58K,"April 23, 2015 (Thailand)","$33,307,793 ","$2,091,551 ","$61,619,773 ","April 23, 2015"
1647965375-463,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Maze Runner: The Death Cure,Maze Runner: The Death Cure,https://www.imdb.com/title/tt4500922/?ref_=adv_li_tt,2018,PG-13,2h 23m,6.2,132K,"January 25, 2018 (Thailand)","$58,032,443 ","$24,167,011 ","$288,175,335 ","January 25, 2018"
1647971054-1673,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt,2004,R,1h 48m,8.3,974K,"September 9, 2004 (Thailand)","$34,400,301 ","$8,175,198 ","$74,036,715 ","September 9, 2004"
1647965010-403,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Bolt,Bolt,https://www.imdb.com/title/tt0397892/?ref_=adv_li_tt,2008,PG,1h 36m,6.9,205K,"March 5, 2009 (Thailand)","$114,053,579 ","$26,223,128 ","$309,979,994 ","March 5, 2009"
1647976135-2763,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Broken City,Broken City,https://www.imdb.com/title/tt1235522/?ref_=adv_li_tt,2013,R,1h 49m,6.1,80K,"January 18, 2013 (United States)","$19,701,164 ","$8,268,908 ","$34,737,199 ","January 18, 2013"
1647965096-418,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Seven Psychopaths,Seven Psychopaths,https://www.imdb.com/title/tt1931533/?ref_=adv_li_tt,2012,R,1h 50m,7.2,253K,"October 12, 2012 (United States)","$15,024,049 ","$4,174,915 ","$32,226,382 ","October 12, 2012"
1647964482-295,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Iron Giant,The Iron Giant,https://www.imdb.com/title/tt0129167/?ref_=adv_li_tt,1999,G,1h 26m,8.1,186K,"August 6, 1999 (United States)","$23,315,035 ","$5,732,614 ","$23,335,817 ","August 6, 1999"
1647976675-2881,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The BFG,The BFG,https://www.imdb.com/title/tt3691740/?ref_=adv_li_tt,2016,G,1h 57m,6.4,84K,"July 7, 2016 (Thailand)","$55,483,770 ","$18,775,350 ","$195,243,411 ","July 7, 2016"
1647966957-800,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Lord of War,Lord of War,https://www.imdb.com/title/tt0399295/?ref_=adv_li_tt,2005,R,2h 2m,7.6,309K,"September 16, 2005 (United States)","$24,149,632 ","$9,390,144 ","$72,617,068 ","September 16, 2005"
1647965617-513,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Descendants,The Descendants,https://www.imdb.com/title/tt1033575/?ref_=adv_li_tt,2011,R,1h 55m,7.3,240K,"December 9, 2011 (United States)","$82,584,160 ","$1,190,096 ","$177,243,185 ","December 9, 2011"
1647973243-2132,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Jeepers Creepers 2,Jeepers Creepers 2,https://www.imdb.com/title/tt0301470/?ref_=adv_li_tt,2003,R,1h 46m,5.6,63K,"August 29, 2003 (United States)","$35,667,218 ","$15,269,324 ","$63,102,666 ","August 29, 2003"
1647965055-412,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,https://www.imdb.com/title/tt1428538/?ref_=adv_li_tt,2013,15,1h 28m,6.1,204K,"January 24, 2013 (Thailand)","$55,703,475 ","$19,690,956 ","$226,349,749 ","January 24, 2013"
1647964380-273,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Battle Royale,Battle Royale,https://www.imdb.com/title/tt0266308/?ref_=adv_li_tt,2000,Not Rated,1h 54m,7.6,180K,"December 16, 2000 (Japan)",null,null,"$958,989 ","December 16, 2000"
1647969077-1254,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Gangs of New York,Gangs of New York,https://www.imdb.com/title/tt0217505/?ref_=adv_li_tt,2002,R,2h 47m,7.5,431K,"December 20, 2002 (United States)","$77,812,000 ","$9,100,000 ","$193,772,504 ","December 20, 2002"
1647971124-1688,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Whiplash,Whiplash,https://www.imdb.com/title/tt2582802/?ref_=adv_li_tt,2014,G,1h 46m,8.5,799K,"October 30, 2014 (Thailand)","$13,092,000 ","$135,388 ","$49,396,747 ","October 30, 2014"
1647963499-82,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",K-PAX,K-PAX,https://www.imdb.com/title/tt0272152/?ref_=adv_li_tt,2001,PG-13,2h,7.4,182K,"October 26, 2001 (United States)","$50,338,485 ","$17,215,275 ","$65,001,485 ","October 26, 2001"
1647974640-2437,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Family Man,The Family Man,https://www.imdb.com/title/tt0218967/?ref_=adv_li_tt,2000,PG-13,2h 5m,6.8,109K,"December 22, 2000 (United States)","$75,793,305 ","$10,554,960 ","$124,745,083 ","December 22, 2000"
1647970271-1506,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Wonder Woman 1984,Wonder Woman 1984,https://www.imdb.com/title/tt7126948/?ref_=adv_li_tt,2020,PG-13,2h 31m,5.4,251K,"December 17, 2020 (Thailand)","$46,801,036 ","$16,701,957 ","$166,801,036 ","December 17, 2020"
1647964955-396,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Life of Brian,Life of Brian,https://www.imdb.com/title/tt0079470/?ref_=adv_li_tt,1979,R,1h 34m,8.1,390K,"November 8, 1979 (United Kingdom)","$20,206,622 ","$140,034 ","$20,745,728 ","November 8, 1979"
1647976824-2914,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Audition,Audition,https://www.imdb.com/title/tt0235198/?ref_=adv_li_tt,1999,R,1h 55m,7.2,79K,"March 3, 2000 (Japan)","$131,296 ",null,"$359,853 ","March 3, 2000"
1647974908-2494,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Friday the 13th Part 2,Friday the 13th Part 2,https://www.imdb.com/title/tt0082418/?ref_=adv_li_tt,1981,R,1h 27m,6.1,66K,"May 1, 1981 (United States)","$21,722,776 ","$6,429,784 ","$21,722,776 ","May 1, 1981"
1647964794-362,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Time Machine,The Time Machine,https://www.imdb.com/title/tt0268695/?ref_=adv_li_tt,2002,PG-13,1h 36m,6,123K,"March 15, 2002 (Thailand)","$56,832,494 ","$22,610,437 ","$123,729,176 ","March 15, 2002"
1647970192-1489,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Lego Batman Movie,The Lego Batman Movie,https://www.imdb.com/title/tt4116284/?ref_=adv_li_tt,2016,G,1h 44m,7.3,144K,"February 9, 2017 (Denmark)","$175,936,671 ","$53,003,468 ","$312,136,671 ","February 9, 2017"
1647969410-1324,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",This Is 40,This Is 40,https://www.imdb.com/title/tt1758830/?ref_=adv_li_tt,2012,R,2h 14m,6.2,137K,"December 21, 2012 (United States)","$67,544,505 ","$11,579,175 ","$88,215,156 ","December 21, 2012"
1647968353-1100,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Constantine,Constantine,https://www.imdb.com/title/tt0360486/?ref_=adv_li_tt,2005,R,2h 1m,7,333K,"February 23, 2005 (Thailand)","$75,976,178 ","$29,769,098 ","$230,884,728 ","February 23, 2005"
1647967993-1022,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Monster,Monster,https://www.imdb.com/title/tt0340855/?ref_=adv_li_tt,2003,R,1h 49m,7.3,148K,"March 19, 2004 (Thailand)","$34,469,210 ","$86,831 ","$58,469,210 ","March 19, 2004"
1647965309-450,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Garden State,Garden State,https://www.imdb.com/title/tt0333766/?ref_=adv_li_tt,2004,R,1h 42m,7.4,214K,"August 20, 2004 (United States)","$26,782,316 ","$201,115 ","$35,825,316 ","August 20, 2004"
1647976815-2912,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Top Secret!,Top Secret!,https://www.imdb.com/title/tt0088286/?ref_=adv_li_tt,1984,PG,1h 30m,7.2,65K,"June 22, 1984 (United States)","$20,458,340 ","$4,406,205 ","$20,458,340 ","June 22, 1984"
1647978906-3370,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Best in Show,Best in Show,https://www.imdb.com/title/tt0218839/?ref_=adv_li_tt,2000,PG-13,1h 30m,7.5,61K,"October 20, 2000 (United States)","$18,715,392 ","$413,436 ","$20,789,556 ","October 20, 2000"
1647970595-1576,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Donnie Darko,Donnie Darko,https://www.imdb.com/title/tt0246578/?ref_=adv_li_tt,2001,R,1h 53m,8,779K,"January 19, 2001 (Mexico)","$1,478,493 ","$110,494 ","$6,981,586 ","January 19, 2001"
1647980137-3638,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sonic the Hedgehog,Sonic the Hedgehog,https://www.imdb.com/title/tt3794354/?ref_=adv_li_tt,2020,G,1h 39m,6.5,116K,"February 14, 2020 (Canada)","$148,974,665 ","$58,018,348 ","$319,715,683 ","February 14, 2020"
1647965651-520,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Great Wall,The Great Wall,https://www.imdb.com/title/tt2034800/?ref_=adv_li_tt,2016,G,1h 43m,5.9,132K,"December 16, 2016 (China)","$45,540,830 ","$18,469,620 ","$334,933,831 ","December 16, 2016"
1647974150-2329,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Something Borrowed,Something Borrowed,https://www.imdb.com/title/tt0491152/?ref_=adv_li_tt,2011,PG-13,1h 52m,5.8,62K,"May 5, 2011 (Thailand)","$39,046,489 ","$13,945,368 ","$65,100,369 ","May 5, 2011"
1647975671-2661,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,https://www.imdb.com/title/tt0345950/?ref_=adv_li_tt,2004,PG,1h 27m,7.1,88K,"November 19, 2004 (United States)","$85,417,988 ","$32,018,216 ","$141,067,127 ","November 19, 2004"
1647966156-629,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ralph Breaks the Internet,Ralph Breaks the Internet,https://www.imdb.com/title/tt5848272/?ref_=adv_li_tt,2018,G,1h 52m,7,153K,"November 21, 2018 (United States)","$201,091,711 ","$56,237,634 ","$529,323,962 ","November 21, 2018"
1647971715-1801,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Barfi!,Barfi!,https://www.imdb.com/title/tt2082197/?ref_=adv_li_tt,2012,13,2h 31m,8.2,80K,"September 14, 2012 (India)","$2,804,874 ","$1,061,713 ","$4,490,134 ","September 14, 2012"
1647967849-991,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Bad Boys for Life,Bad Boys for Life,https://www.imdb.com/title/tt1502397/?ref_=adv_li_tt,2020,R,2h 4m,6.5,154K,"January 17, 2020 (United States)","$206,305,244 ","$62,504,105 ","$426,505,244 ","January 17, 2020"
1647964154-224,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Over the Hedge,Over the Hedge,https://www.imdb.com/title/tt0327084/?ref_=adv_li_tt,2006,PG,1h 23m,6.7,171K,"June 8, 2006 (Thailand)","$155,019,340 ","$38,457,003 ","$339,795,890 ","June 8, 2006"
1647964292-254,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Last King of Scotland,The Last King of Scotland,https://www.imdb.com/title/tt0455590/?ref_=adv_li_tt,2006,R,2h 3m,7.7,184K,"January 12, 2007 (United Kingdom)","$17,606,684 ","$142,899 ","$48,618,191 ","January 12, 2007"
1647974316-2366,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Whisper of the Heart,Whisper of the Heart,https://www.imdb.com/title/tt0113824/?ref_=adv_li_tt,1995,G,1h 51m,7.9,60K,"July 15, 1995 (Japan)","$498,156 ",null,"$585,013 ","July 15, 1995"
1647977855-3140,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Manhunter,Manhunter,https://www.imdb.com/title/tt0091474/?ref_=adv_li_tt,1986,R,2h,7.2,72K,"August 15, 1986 (United States)","$8,620,929 ","$2,204,400 ","$8,622,412 ","August 15, 1986"
1647964769-357,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",1408,1408,https://www.imdb.com/title/tt0450385/?ref_=adv_li_tt,2007,PG-13,1h 44m,6.8,267K,"September 13, 2007 (Thailand)","$71,985,628 ","$20,617,667 ","$132,963,417 ","September 13, 2007"
1647975897-2710,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Queen of the Damned,Queen of the Damned,https://www.imdb.com/title/tt0238546/?ref_=adv_li_tt,2002,R,1h 41m,5.2,55K,"March 1, 2002 (Thailand)","$30,336,800 ","$14,757,535 ","$45,479,110 ","March 1, 2002"
1647965031-407,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Secret Life of Pets,The Secret Life of Pets,https://www.imdb.com/title/tt2709768/?ref_=adv_li_tt,2016,G,1h 27m,6.5,197K,"August 4, 2016 (Thailand)","$368,384,330 ","$104,352,905 ","$875,458,631 ","August 4, 2016"
1647966832-773,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",San Andreas,San Andreas,https://www.imdb.com/title/tt2126355/?ref_=adv_li_tt,2015,G,1h 54m,6.1,231K,"June 4, 2015 (Thailand)","$155,190,832 ","$54,588,173 ","$474,009,154 ","June 4, 2015"
1647979291-3454,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sweet Home Alabama,Sweet Home Alabama,https://www.imdb.com/title/tt0256415/?ref_=adv_li_tt,2002,PG-13,1h 48m,6.2,111K,"September 27, 2002 (United States)","$127,223,418 ","$35,648,740 ","$180,622,424 ","September 27, 2002"
1647979926-3591,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cashback,Cashback,https://www.imdb.com/title/tt0460740/?ref_=adv_li_tt,2006,R,1h 42m,7.1,86K,"May 9, 2008 (United Kingdom)","$25,343 ","$14,878 ","$2,294,291 ","May 9, 2008"
1647980105-3631,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Courier,The Courier,https://www.imdb.com/title/tt8368512/?ref_=adv_li_tt,2020,PG-13,1h 52m,7.2,52K,"March 19, 2021 (United States)","$6,613,432 ","$1,885,829 ","$26,001,227 ","March 19, 2021"
1647979737-3550,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Caddyshack,Caddyshack,https://www.imdb.com/title/tt0080487/?ref_=adv_li_tt,1980,R,1h 38m,7.2,115K,"July 25, 1980 (United States)","$39,918,650 ","$3,142,689 ","$39,918,650 ","July 25, 1980"
1647968868-1210,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Platoon,Platoon,https://www.imdb.com/title/tt0091763/?ref_=adv_li_tt,1986,18,2h,8.1,404K,"February 6, 1987 (United States)","$138,530,565 ","$241,080 ","$138,545,632 ","February 6, 1987"
1647965422-473,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Meet the Fockers,Meet the Fockers,https://www.imdb.com/title/tt0290002/?ref_=adv_li_tt,2004,PG-13,1h 55m,6.3,266K,"January 20, 2005 (Thailand)","$279,261,160 ","$46,120,980 ","$522,657,936 ","January 20, 2005"
